Amount,Date,Manufacturer,Material,Recycled %,SOURCE,Subcontractor,Supplier,Unit
33,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 54 Percent (Avg) ) // (Materials),NA,Transport,KELTBRAY PILING ,Hall Fuels ,Miles
16.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 54 Percent (Avg) ) // (Materials),NA,Transport,KELTBRAY PILING ,keltbray ,Miles
67,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 54 Percent (Avg) ) // (Materials),NA,Transport,KELTBRAY PILING ,L and A ,Miles
16.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 54 Percent (Avg) ) // (Materials),NA,Transport,KELTBRAY PILING ,Keltbray/Hallet Silberman ,Miles
5.2,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 54 Percent (Avg) ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac Concrete ,Miles
40.8,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 54 Percent (Avg) ) // (Materials),NA,Transport,KELTBRAY PILING ,Hall Fuels ,Miles
67,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 54 Percent (Avg) ) // (Materials),NA,Transport,KELTBRAY PILING ,L A ,Miles
67,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 54 Percent (Avg) ) // (Materials),NA,Transport,KELTBRAY PILING ,L A ,Miles
67,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 54 Percent (Avg) ) // (Materials),NA,Transport,KELTBRAY PILING ,L A ,Miles
16.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 54 Percent (Avg) ) // (Materials),NA,Transport,KELTBRAY PILING ,Keltbray ,Miles
16.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 54 Percent (Avg) ) // (Materials),NA,Transport,KELTBRAY PILING ,Keltbray ,Miles
5.2,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 54 Percent (Avg) ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac Concrete ,Miles
77,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 54 Percent (Avg) ) // (Materials),NA,Transport,KELTBRAY PILING ,F Brazil ,Miles
5,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 54 Percent (Avg) ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac Concrete ,Miles
16.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 54 Percent (Avg) ) // (Materials),NA,Transport,KELTBRAY PILING ,Diesel Bowser ,Miles
46.8,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 54 Percent (Avg) ) // (Materials),NA,Transport,KELTBRAY PILING ,Hieght for hire ,Miles
16.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 54 Percent (Avg) ) // (Materials),NA,Transport,KELTBRAY PILING ,Keltbray ,Miles
16.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Keltbray ,Miles
16.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Keltbray ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
16.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Keltbray ,Miles
5.2,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Taramc Concrete ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
16.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Keltbray ,Miles
5.2,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Taramc Concrete ,Miles
16.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Keltbray ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
5.2,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac Concrete ,Miles
630,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,L and A reinforcements ,Miles
16.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Keltbray ,Miles
3.8,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,J French ,Miles
51.8,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,NRC ,Miles
16.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Halletts ,Miles
16.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Halletts ,Miles
16.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Halletts ,Miles
33,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Waste),NA,Transport,KELTBRAY PILING ,MUCK AWAY ,Miles
33,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Waste),NA,Transport,KELTBRAY PILING ,MUCK AWAY ,Miles
33,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Waste),NA,Transport,KELTBRAY PILING ,MUCK AWAY ,Miles
33,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Waste),NA,Transport,KELTBRAY PILING ,MUCK AWAY ,Miles
33,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Waste),NA,Transport,KELTBRAY PILING ,MUCK AWAY ,Miles
33,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,SHINGLE ,Miles
33,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Waste),NA,Transport,KELTBRAY PILING ,Keltbray Muck Away ,Miles
33,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Waste),NA,Transport,KELTBRAY PILING ,Keltbray Muck Away ,Miles
57,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,HAll Fuels ,Miles
43.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Keltbray ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
75.8,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,F. Brazil ,Miles
43.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Keltbray ,Miles
33,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Waste),NA,Transport,KELTBRAY PILING ,MUCK AWAY ,Miles
33,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Waste),NA,Transport,KELTBRAY PILING ,MUCK AWAY ,Miles
33,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Waste),NA,Transport,KELTBRAY PILING ,MUCK AWAY ,Miles
33,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Waste),NA,Transport,KELTBRAY PILING ,MUCK AWAY ,Miles
16.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Keltbray ,Miles
16.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Keltbray ,Miles
16.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Keltbray ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
5,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac Concrete ,Miles
5,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac Concrete ,Miles
24,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Keltbray ,Miles
40.8,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Hall Fuels ,Miles
5,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac Concrete ,Miles
5,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac Concrete ,Miles
5,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac Concrete ,Miles
274,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac Concrete ,Miles
16.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Keltbray/Hallet Silberman/Other ,Miles
33,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Waste),NA,Transport,KELTBRAY PILING ,MUCK AWAY ,Miles
33,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Waste),NA,Transport,KELTBRAY PILING ,MUCK AWAY ,Miles
33,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Waste),NA,Transport,KELTBRAY PILING ,MUCK AWAY ,Miles
33,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Waste),NA,Transport,KELTBRAY PILING ,MUCK AWAY ,Miles
33,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Waste),NA,Transport,KELTBRAY PILING ,MUCK AWAY ,Miles
5,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac Concrete ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
33,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Waste),NA,Transport,KELTBRAY PILING ,MUCK AWAY ,Miles
33,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Waste),NA,Transport,KELTBRAY PILING ,MUCK AWAY ,Miles
33,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Waste),NA,Transport,KELTBRAY PILING ,MUCK AWAY ,Miles
33,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Waste),NA,Transport,KELTBRAY PILING ,MUCK AWAY ,Miles
33,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Waste),NA,Transport,KELTBRAY PILING ,MUCK AWAY ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
33,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Waste),NA,Transport,KELTBRAY PILING ,Muckaway ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
33,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Waste),NA,Transport,KELTBRAY PILING ,MUCK AWAY ,Miles
33,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Waste),NA,Transport,KELTBRAY PILING ,MUCK AWAY ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
33,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Waste),NA,Transport,KELTBRAY PILING ,MUCK AWAY ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
40.8,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Hall Fuels ,Miles
47.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Height for Hire ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
33,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Waste),NA,Transport,KELTBRAY PILING ,MUCK AWAY ,Miles
33,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Waste),NA,Transport,KELTBRAY PILING ,MUCK AWAY ,Miles
33,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Waste),NA,Transport,KELTBRAY PILING ,MUCK AWAY ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
33,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Waste),NA,Transport,KELTBRAY PILING ,MUCK AWAY ,Miles
33,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Waste),NA,Transport,KELTBRAY PILING ,MUCK AWAY ,Miles
33,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Waste),NA,Transport,KELTBRAY PILING ,MUCK AWAY ,Miles
33,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Waste),NA,Transport,KELTBRAY PILING ,MUCK AWAY ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
33,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Waste),NA,Transport,KELTBRAY PILING ,MUCK AWAY ,Miles
33,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Waste),NA,Transport,KELTBRAY PILING ,MUCK AWAY ,Miles
33,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Waste),NA,Transport,KELTBRAY PILING ,MUCK AWAY ,Miles
33,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Waste),NA,Transport,KELTBRAY PILING ,MUCK AWAY ,Miles
77,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,F Brzail ,Miles
5.2,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac Concrete ,Miles
5.2,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac Concrete ,Miles
5.2,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac Concrete ,Miles
5.2,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac Concrete ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
5.2,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac Concrete ,Miles
33,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Waste),NA,Transport,KELTBRAY PILING ,Keltbray Muck Away ,Miles
33,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Waste),NA,Transport,KELTBRAY PILING ,Keltbray Muck Away ,Miles
33,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Waste),NA,Transport,KELTBRAY PILING ,Keltbray Muck Away ,Miles
33,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Waste),NA,Transport,KELTBRAY PILING ,Keltbray Muck Away ,Miles
16.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Keltbray ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
16.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Keltbray ,Miles
16.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Keltbray ,Miles
16.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Keltbray ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
2.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>17.0t) - Laden: 100 Percent ) // (Materials),NA,Transport,KELTBRAY PILING ,Tarmac ,Miles
